NomProduit,Descriptions,Categories,DateAjout,PrixUnitaire,Quantite,IdFournisseurs
Sachet de sucre roux,Nan,Sucrerie,2022-04-02 17:39:05,500.0,1,
Saucisson à la mirabelle,Nan,Charcuterie,2022-04-07 00:54:37,1400.0,1,
Coppa,Nan,Charcuterie,2022-09-22 13:28:34,1600.0,1,
Soin liftant anti-âge L'Oréal,Nan,Produits de soin pour le visage,2022-04-16 09:09:17,2500.0,1,
Pâté de marcassin,Nan,Charcuterie,2022-09-24 23:19:54,1900.0,1,
Soin liftant anti-âge L'Oréal,Nan,Produits de soin pour le visage,2022-11-15 22:45:57,2500.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2022-05-08 06:45:31,2000.0,1,
Sachet de poudre de curry,Nan,Condiment,2022-10-05 08:43:48,500.0,1,
Déodorant stick Narta,Nan,Produits d'hygiène,2022-07-26 23:36:23,800.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2022-02-20 12:44:33,1800.0,1,
Pâté de marcassin aux champignons,Nan,Charcuterie,2022-04-16 16:41:18,1800.0,1,
Rillettes de truite,Nan,Charcuterie,2022-06-25 13:33:13,1500.0,1,
Boîte de céréales pour petit déjeuner,Nan,Alimentation,2022-02-25 22:18:50,1500.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2022-08-22 01:55:48,1500.0,1,
Jambon cru,Nan,Charcuterie,2022-05-21 12:46:24,1700.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2022-07-17 21:57:06,2000.0,1,
Démaquillant pour les yeux Nivea,Nan,Produits de démaquillage,2022-08-31 11:20:55,1200.0,1,
Soin liftant anti-âge L'Oréal,Nan,Produits de soin pour le visage,2022-01-24 21:00:29,2500.0,1,
Saucisson à la pistache,Nan,Charcuterie,2022-04-03 22:09:02,1400.0,1,
Barre de chocolat Milka,Nan,Chocolat,2022-01-30 08:24:00,750.0,1,
Terrine de pigeon,Nan,Charcuterie,2022-03-06 09:37:45,1700.0,1,
Saucisse au poivre,Nan,Charcuterie,2022-07-23 21:58:32,1600.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2022-06-06 16:48:08,1200.0,1,
Crème hydratante Nivea,Nan,Produits de soin pour le corps,2022-07-31 15:17:11,1000.0,1,
Jambon de Paris,Nan,Charcuterie,2022-11-18 19:29:31,1400.0,1,
Sachet de graines de sésame,Nan,Condiment,2022-06-01 00:04:40,750.0,1,
Saucisse de porc,Nan,Charcuterie,2022-12-04 07:29:55,1600.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2022-08-05 20:45:57,1500.0,1,
Sachet de graines de sésame,Nan,Condiment,2022-04-09 23:41:12,750.0,1,
Terrine de sanglier,Nan,Charcuterie,2022-07-11 15:23:04,1700.0,1,
Baume nourrissant pour les mains L'Occitane,Nan,Produits de soin pour les mains,2022-02-22 00:54:57,1000.0,1,
Lingettes rafraîchissantes pour le visage Nivea,Nan,Produits de démaquillage,2022-04-24 11:22:18,800.0,1,
Paquet de pâtes Barilla,Nan,Alimentation,2022-10-17 06:17:28,1000.0,1,
Dentifrice bio Logodent,Nan,Produits d'hygiène dentaire,2022-10-07 07:32:10,500.0,1,
Crème anti-cellulite Garnier,Nan,Produits de soin pour le corps,2022-01-31 14:13:06,2000.0,1,
Sachet de riz Mama Africa,Nan,Alimentation,2022-09-26 13:43:40,2000.0,1,
Terrine de faisan,Nan,Charcuterie,2022-07-30 13:06:26,1700.0,1,
Saucisson de Lyon,Nan,Charcuterie,2022-06-27 02:50:13,1400.0,1,
Rillettes de poisson,Nan,Charcuterie,2022-03-21 20:28:01,1300.0,1,
Mortadelle,Nan,Charcuterie,2022-10-15 09:41:07,1700.0,1,
Saucisson à l'Espelette,Nan,Charcuterie,2022-11-11 14:14:51,1400.0,1,
Terrine de biche,Nan,Charcuterie,2022-01-31 15:13:50,1700.0,1,
Démaquillant pour les yeux Nivea,Nan,Produits de démaquillage,2022-09-20 08:45:56,1200.0,1,
Jambon de Montagne Noire,Nan,Charcuterie,2022-02-15 02:35:20,2000.0,1,
Lotion tonique adoucissante Garnier,Nan,Produits de soin pour le visage,2022-02-12 16:30:35,1200.0,1,
Boîte de thé matcha,Nan,Thé,2022-05-21 00:35:10,1500.0,1,
Saucisson au genièvre,Nan,Charcuterie,2022-08-18 17:31:08,1400.0,1,
Pot de mayonnaise Amora,Nan,Condiment,2022-03-28 01:27:18,1000.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2022-04-29 01:01:37,700.0,1,
Boîte de thé matcha,Nan,Thé,2022-03-29 12:46:55,1500.0,1,
Bouteille de shampoing Head & Shoulders,Nan,Hygiène,2022-01-27 21:05:45,1500.0,1,
Pâté de canard,Nan,Charcuterie,2022-07-01 21:32:42,1500.0,1,
Sachet de sucre Daddy,Nan,Sucrerie,2022-05-21 07:18:07,500.0,1,
Saucisse de volaille,Nan,Charcuterie,2022-10-16 02:12:39,1600.0,1,
Boudin blanc,Nan,Charcuterie,2022-11-10 02:05:09,1400.0,1,
Paquet de popcorn sucré,Nan,Snack,2022-12-16 20:57:54,750.0,1,
Rillettes de saumon,Nan,Charcuterie,2022-12-12 00:41:28,1500.0,1,
Boîte de haricots verts en conserve,Nan,Condiment,2022-12-06 02:53:48,750.0,1,
Gel coiffant L'Oréal,Nan,Produits de coiffure,2022-03-29 06:15:54,1500.0,1,
Sachet de thé à la menthe,Nan,Thé,2022-05-24 09:16:53,500.0,1,
Saucisson à l'ail,Nan,Charcuterie,2022-09-16 06:05:03,1300.0,1,
Crème apaisante après-soleil Nivea,Nan,Produits de protection solaire,2022-06-04 15:51:42,2000.0,1,
Crème pour les mains Neutrogena,Nan,Produits de soin pour les mains,2022-04-28 12:38:38,1000.0,1,
Lotion anti-âge pour le visage L'Oréal,Nan,Produits de soin pour le visage,2022-10-19 07:43:12,1200.0,1,
Jambon de la Dombes,Nan,Charcuterie,2022-09-09 15:50:45,2000.0,1,
Jambon de Paris,Nan,Charcuterie,2022-01-30 01:46:46,1400.0,1,
Baume pour les lèvres Carmex,Nan,Produits de soin des lèvres,2022-01-06 12:14:41,700.0,1,
Pot de sauce barbecue,Nan,Condiment,2022-10-06 14:03:09,1000.0,1,
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Nan,Produits de démaquillage,2022-01-17 09:33:37,800.0,1,
Rillettes de canard au poivre vert,Nan,Charcuterie,2022-06-21 00:07:15,1500.0,1,
Saucisse de Toulouse,Nan,Charcuterie,2022-06-30 05:18:07,1600.0,1,
Sachet de riz Mama Africa,Nan,Alimentation,2022-05-12 16:02:19,2000.0,1,
Shampooing volumateur Timotei,Nan,Produits de soin capillaire,2022-10-29 15:32:46,1500.0,1,
Paquet de chips Pringles,Nan,Snack,2022-09-25 16:12:46,1000.0,1,
Sachet de levure chimique,Nan,Condiment,2022-04-13 03:15:01,500.0,1,
Jambon de Bayonne,Nan,Charcuterie,2022-07-29 16:48:31,1900.0,1,
Déodorant anti-transpirant Vichy,Nan,Produits d'hygiène,2022-08-23 05:59:52,800.0,1,
Saucisse de Morteau,Nan,Charcuterie,2022-12-27 09:42:51,1600.0,1,
Pâté de lapin aux herbes de Provence,Nan,Charcuterie,2022-10-26 12:16:39,1800.0,1,
Masque capillaire Garnier,Nan,Produits de soin capillaire,2022-11-07 11:27:24,1800.0,1,
Sachet de graines de sésame,Nan,Condiment,2022-12-27 02:59:26,750.0,1,
Saucisse de porc,Nan,Charcuterie,2022-02-10 06:50:42,1600.0,1,
Crème de jour anti-taches Nivea,Nan,Produits de soin pour le visage,2022-02-21 18:37:41,1200.0,1,
Paquet de riz complet,Nan,Alimentation,2022-10-19 23:07:27,1500.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2022-01-02 09:12:31,700.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2022-10-25 04:15:21,1200.0,1,
Shampooing volumisant Schwarzkopf,Nan,Produits de soin capillaire,2022-10-25 22:20:17,1800.0,1,
Saucisse de porc,Nan,Charcuterie,2022-07-24 14:53:56,1600.0,1,
Pot de moutarde,Nan,Condiment,2022-01-12 11:59:00,500.0,1,
Terrine de lapin,Nan,Charcuterie,2022-02-23 08:53:25,1600.0,1,
Paquet de biscuits Petit Beurre,Nan,Biscuits,2022-03-19 10:40:54,1000.0,1,
Paquet de café Nescafé,Nan,Café,2022-07-23 16:05:33,1500.0,1,
Sachet de graines de chia,Nan,Condiment,2022-11-24 10:11:44,1000.0,1,
Sachet de grains de café arabica,Nan,Café,2022-05-24 09:39:36,1000.0,1,
Gel douche hydratant à la grenade Neutrogena,Nan,Produits de douche,2022-05-11 12:35:15,1200.0,1,
Paquet de lentilles,Nan,Alimentation,2022-05-19 19:13:26,750.0,1,
Pâté de perdreau,Nan,Charcuterie,2022-02-10 22:28:11,1800.0,1,
Rillettes de lapin,Nan,Charcuterie,2022-11-15 12:09:13,1300.0,1,
Gel douche hydratant à la grenade Neutrogena,Nan,Produits de douche,2022-05-31 14:15:55,1200.0,1,
Saucisse de volaille,Nan,Charcuterie,2022-09-15 23:31:07,1600.0,1,
Sachet de chips au fromage,Nan,Snack,2022-09-27 03:57:48,1000.0,1,
Paquet de couches Pampers,Nan,Hygiène,2022-10-11 23:07:16,2500.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2022-08-10 00:06:04,1400.0,1,
Rillettes de thon à la coriandre,Nan,Charcuterie,2022-03-26 03:30:37,1500.0,1,
Pâté de marcassin,Nan,Charcuterie,2022-10-08 08:16:07,1900.0,1,
Sachet de thé vert,Nan,Thé,2022-12-13 03:16:42,500.0,1,
Jambon de Vendée,Nan,Charcuterie,2022-06-12 20:05:22,1500.0,1,
Saucisson à l'Armagnac,Nan,Charcuterie,2022-09-19 10:33:18,1400.0,1,
Shampooing doux sans sulfates Timotei,Nan,Produits de soin capillaire,2022-08-01 12:46:04,1500.0,1,
Paquet de café Nescafé,Nan,Café,2022-05-28 17:44:07,1500.0,1,
Sachet de sucre Daddy,Nan,Sucrerie,2022-12-19 23:53:59,500.0,1,
Crème anti-rides Nivea,Nan,Produits de soin pour le visage,2022-12-18 03:19:23,2500.0,1,
Baume réparateur pour les mains Biafine,Nan,Produits de soin pour les mains,2022-08-11 13:25:47,1000.0,1,
Lingettes démaquillantes réutilisables Garnier,Nan,Produits de démaquillage,2022-11-19 17:15:27,800.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2022-12-31 08:48:41,1200.0,1,
Jambon des Ardennes,Nan,Charcuterie,2022-10-26 21:19:57,2000.0,1,
Saucisse de Lyon,Nan,Charcuterie,2022-08-16 16:58:50,1600.0,1,
Rillettes de lapin,Nan,Charcuterie,2022-05-10 23:13:20,1300.0,1,
Baume réparateur pour les lèvres Bepanthen,Nan,Produits de soin des lèvres,2022-02-08 02:50:17,700.0,1,
Saucisson à la pistache,Nan,Charcuterie,2022-02-12 12:13:40,1400.0,1,
Pot de mayonnaise Amora,Nan,Condiment,2022-10-31 02:13:35,1000.0,1,
Saucisson au genièvre,Nan,Charcuterie,2022-05-16 05:18:52,1400.0,1,
Paquet de biscottes,Nan,Biscuits,2022-01-19 21:19:57,750.0,1,
Sachet de paprika,Nan,Condiment,2022-02-26 13:31:58,500.0,1,
Pot de crème hydratante Nivea,Nan,Hygiène,2022-05-01 04:25:42,1500.0,1,
Coppa,Nan,Charcuterie,2022-07-01 06:13:52,1600.0,1,
Gel coiffant effet mat Axe,Nan,Produits de coiffure,2022-05-18 21:19:49,1500.0,1,
Pâté de volaille,Nan,Charcuterie,2022-09-24 21:35:33,1200.0,1,
Pot de crème dessert Danette,Nan,Dessert,2022-01-12 11:37:32,1000.0,1,
Saucisse sèche,Nan,Charcuterie,2022-12-23 08:14:27,1700.0,1,
Bouteille de bière Guinness,Nan,Bière,2022-07-20 23:11:54,1000.0,1,
Pâté de chevreuil,Nan,Charcuterie,2022-03-30 05:43:23,1800.0,1,
Lait hydratant pour le corps Johnson's,Nan,Produits de soin pour le corps,2022-06-21 07:04:07,1000.0,1,
Bouteille de Jack Daniel,Nan,Liqueur,2022-05-20 21:43:08,5000.0,1,
Soin hydratant matifiant Vichy,Nan,Produits de soin pour le visage,2022-05-15 02:16:31,2500.0,1,
Sac de croquettes pour chien Pedigree,Nan,Animaux,2022-08-13 12:08:01,2000.0,1,
Dentifrice bio blanchissant Lavera,Nan,Produits d'hygiène dentaire,2022-01-23 16:36:04,500.0,1,
Jambon du Bourbonnais,Nan,Charcuterie,2022-05-20 04:30:31,2000.0,1,
Boîte de céréales pour petit déjeuner,Nan,Alimentation,2022-09-25 23:29:44,1500.0,1,
Rillettes de canard,Nan,Charcuterie,2022-03-01 01:31:23,1400.0,1,
Shampooing hydratant Timotei,Nan,Produits de soin capillaire,2022-05-13 11:47:01,1500.0,1,
Rillettes de thon à l'huile d'olive,Nan,Charcuterie,2022-04-30 21:07:59,1500.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2022-05-02 20:55:03,3000.0,1,
Pâté de marcassin aux champignons,Nan,Charcuterie,2022-07-24 01:11:48,1800.0,1,
Shampooing volumisant Schwarzkopf,Nan,Produits de soin capillaire,2022-12-23 06:08:27,1800.0,1,
Sachet de thé à la menthe,Nan,Thé,2022-08-20 15:07:47,500.0,1,
Pot de crème glacée Carte d'Or,Nan,Glaces,2022-08-03 10:07:10,2000.0,1,
Rillettes de thon au citron,Nan,Charcuterie,2022-07-19 08:39:42,1500.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2022-12-31 20:47:11,800.0,1,
Saucisson à la pistache,Nan,Charcuterie,2022-03-10 02:38:33,1400.0,1,
Pot de confiture de fraises,Nan,Condiment,2022-03-31 12:44:47,1000.0,1,
Lotion anti-âge pour le visage L'Oréal,Nan,Produits de soin pour le visage,2022-03-30 09:21:56,1200.0,1,
Gel douche hydratant Dove,Nan,Produits de douche,2022-09-13 07:00:39,1200.0,1,
Démaquillant bi-phasé waterproof Nivea,Nan,Produits de démaquillage,2022-08-20 23:57:22,1200.0,1,
Baume nourrissant pour les mains L'Occitane,Nan,Produits de soin pour les mains,2022-08-22 09:18:10,1000.0,1,
Pot de moutarde,Nan,Condiment,2022-10-11 21:37:29,500.0,1,
Baume nourrissant pour les mains L'Occitane,Nan,Produits de soin pour les mains,2022-06-11 01:37:09,1000.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2022-09-30 17:10:59,800.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2022-01-25 04:10:34,1200.0,1,
Crème solaire visage et corps biodégradable La Roche-Posay,Nan,Produits de protection solaire,2022-07-20 22:17:30,2000.0,1,
Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena,Nan,Produits de démaquillage,2022-12-28 05:25:15,800.0,1,
Sachet de chips au fromage,Nan,Snack,2022-10-25 20:20:26,1000.0,1,
Pâté en croûte,Nan,Charcuterie,2022-04-13 03:46:38,1800.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2022-01-04 14:29:27,3000.0,1,
Jambon de la Forêt Noire,Nan,Charcuterie,2022-12-15 11:06:32,2000.0,1,
Soin liftant contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2022-02-17 11:19:56,2500.0,1,
Sachet de thé à la menthe,Nan,Thé,2022-11-25 21:06:48,500.0,1,
Sachet de thé à la menthe,Nan,Thé,2022-06-17 21:49:14,500.0,1,
Saucisson de Lyon,Nan,Charcuterie,2022-05-04 10:09:38,1400.0,1,
Boîte de conserve de thon Petit Navire,Nan,Poisson,2022-09-17 11:44:46,1000.0,1,
Déodorant spray fraîcheur instantanée Nivea,Nan,Produits d'hygiène,2022-11-30 06:25:10,800.0,1,
Shampooing anti-chute Vichy,Nan,Produits de soin capillaire,2022-10-25 19:22:13,1800.0,1,
Crème de jour hydratante Nivea,Nan,Produits de soin pour le visage,2022-05-26 20:42:08,1200.0,1,
Pot de confiture de fraises,Nan,Condiment,2022-08-21 01:10:03,1000.0,1,
Saucisse de Strasbourg,Nan,Charcuterie,2022-04-30 03:04:38,1600.0,1,
Jambon de l'Ardèche,Nan,Charcuterie,2022-03-25 01:40:37,2000.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2022-09-15 00:18:22,1400.0,1,
Pâté de lapin aux noisettes,Nan,Charcuterie,2022-05-23 05:31:50,1800.0,1,
Boîte de thé matcha,Nan,Thé,2022-03-18 17:35:04,1500.0,1,
Saucisse de canard fumée,Nan,Charcuterie,2022-07-29 18:56:50,1600.0,1,
Jambon de Bayonne,Nan,Charcuterie,2022-05-29 02:56:59,1900.0,1,
Pot de moutarde,Nan,Condiment,2022-04-28 01:31:21,500.0,1,
Terrine de lapin,Nan,Charcuterie,2022-07-25 01:47:53,1600.0,1,
Pâté de lapin aux noisettes,Nan,Charcuterie,2022-08-29 22:11:35,1800.0,1,
Saucisson à la mirabelle,Nan,Charcuterie,2022-05-11 06:25:07,1400.0,1,
Rillettes d'oie,Nan,Charcuterie,2022-09-06 18:39:21,1500.0,1,
Paquet de spaghetti,Nan,Alimentation,2022-03-21 01:44:05,750.0,1,
Pâté de lapin,Nan,Charcuterie,2022-08-15 03:09:50,1300.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2022-11-01 20:49:50,800.0,1,
Pâté de campagne,Nan,Charcuterie,2022-08-13 13:58:36,1200.0,1,
Dentifrice Signal,Nan,Produits d'hygiène dentaire,2022-10-10 08:23:46,500.0,1,
Dentifrice protection gencives Parodontax,Nan,Produits d'hygiène dentaire,2022-08-13 05:27:10,500.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2022-01-31 23:51:39,800.0,1,
Dentifrice Signal,Nan,Produits d'hygiène dentaire,2022-12-25 20:21:17,500.0,1,
Crème apaisante après-soleil Nivea,Nan,Produits de protection solaire,2022-04-16 21:42:55,2000.0,1,
Baume après-rasage Gillette,Nan,Produits de rasage,2022-12-15 09:01:42,700.0,1,
Pâté de canard,Nan,Charcuterie,2022-08-28 01:19:20,1500.0,1,
Pâté de marcassin aux airelles,Nan,Charcuterie,2022-04-10 16:46:56,1800.0,1,
Gel coiffant effet mouillé Schwarzkopf,Nan,Produits de coiffure,2022-09-14 12:58:53,1500.0,1,
Pâté de canard,Nan,Charcuterie,2022-08-01 20:30:33,1500.0,1,
Gel douche Nivea,Nan,Produits de douche,2022-03-17 06:12:26,1200.0,1,
Shampooing doux sans sulfates Timotei,Nan,Produits de soin capillaire,2022-03-11 22:39:12,1500.0,1,
Saucisson à l'ail,Nan,Charcuterie,2022-09-05 03:29:49,1300.0,1,
Shampooing hydratant Timotei,Nan,Produits de soin capillaire,2022-07-19 11:43:16,1500.0,1,
Pâté de marcassin aux airelles,Nan,Charcuterie,2022-07-17 15:52:22,1800.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2022-01-08 12:33:52,1400.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2022-10-06 15:35:28,1200.0,1,
Crème solaire enfant biodégradable Uriage,Nan,Produits de protection solaire,2022-11-29 13:58:28,2000.0,1,
Boîte de mouchoirs en papier Tempo,Nan,Hygiène,2022-10-05 20:15:10,750.0,1,
Sachet de poivre noir,Nan,Condiment,2022-01-19 19:29:06,500.0,1,
Sac de pommes de terre,Nan,Légumes,2022-01-03 00:35:17,1000.0,1,
Jambon de Bayonne,Nan,Charcuterie,2022-05-10 13:32:39,1900.0,1,
Baume hydratant pour les mains Mixa,Nan,Produits de soin pour les mains,2022-05-31 16:04:50,1000.0,1,
Lingettes démaquillantes Nivea,Nan,Produits de démaquillage,2022-07-03 15:47:06,800.0,1,
Baume réparateur pour les lèvres Bepanthen,Nan,Produits de soin des lèvres,2022-04-11 23:09:39,700.0,1,
Saucisson à la truffe,Nan,Charcuterie,2022-03-17 20:12:22,1400.0,1,
Paquet de cacahuètes,Nan,Snack,2022-11-02 14:47:05,750.0,1,
Sachet de graines de sésame,Nan,Condiment,2022-11-14 15:00:50,750.0,1,
Petite bouteille de Coca-Cola,Nan,Boisson,2022-03-15 17:50:01,500.0,1,
Déodorant Rexona,Nan,Produits d'hygiène,2022-03-31 00:46:06,800.0,1,
Jambon de Paris,Nan,Charcuterie,2022-09-12 14:03:14,1400.0,1,
Gel douche Nivea,Nan,Produits de douche,2022-05-04 01:39:28,1200.0,1,
Paquet de biscuits Petit Beurre,Nan,Biscuits,2022-11-16 14:50:34,1000.0,1,
Bouteille de sauce soja,Nan,Condiment,2022-11-10 22:29:27,1000.0,1,
Rillettes d'oie,Nan,Charcuterie,2022-02-07 03:53:51,1500.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2022-08-14 18:36:23,700.0,1,
Bouteille de sauce tomate,Nan,Condiment,2022-08-28 00:47:00,500.0,1,
Sachet de riz Mama Africa,Nan,Alimentation,2022-12-08 14:20:04,2000.0,1,
Gel douche nourrissant Dove,Nan,Produits de douche,2022-10-21 04:03:19,1200.0,1,
Pot de miel,Nan,Condiment,2022-10-15 00:54:59,1000.0,1,
Rillettes de porc,Nan,Charcuterie,2022-01-10 04:39:33,1300.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2022-07-07 05:47:53,3000.0,1,
Rillettes de veau,Nan,Charcuterie,2022-07-02 04:50:31,1500.0,1,
Lait hydratant pour le corps Johnson's,Nan,Produits de soin pour le corps,2022-04-03 22:21:03,1000.0,1,
Boîte de thé matcha,Nan,Thé,2022-09-29 17:36:01,1500.0,1,
Sachet de piment en poudre,Nan,Condiment,2022-01-22 04:50:28,500.0,1,
Rillettes de veau,Nan,Charcuterie,2022-08-21 10:21:08,1500.0,1,
Gel nettoyant visage purifiant Neutrogena,Nan,Produits de soin pour le visage,2022-05-23 18:39:42,1800.0,1,
Terrine de gibier,Nan,Charcuterie,2022-03-05 02:14:12,1500.0,1,
Saucisse de Strasbourg,Nan,Charcuterie,2022-02-11 09:15:23,1700.0,1,
Terrine de faisan,Nan,Charcuterie,2022-12-06 12:33:22,1700.0,1,
Paquet de biscuits Petit Beurre,Nan,Biscuits,2022-07-11 02:04:15,1000.0,1,
Saucisson sec,Nan,Charcuterie,2022-08-22 22:11:43,1500.0,1,
Shampooing réparateur L'Oréal,Nan,Produits de soin capillaire,2022-10-10 18:21:55,1500.0,1,
Saucisse au poivre,Nan,Charcuterie,2022-07-21 05:53:46,1600.0,1,
Soin liftant contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2022-03-13 06:11:20,2500.0,1,
Rillettes de canard au poivre vert,Nan,Charcuterie,2022-05-15 12:17:56,1500.0,1,
Pâté en croûte,Nan,Charcuterie,2022-08-11 15:14:37,1800.0,1,
Déodorant spray fraîcheur instantanée Nivea,Nan,Produits d'hygiène,2022-04-13 08:02:42,800.0,1,
Gel nettoyant visage La Roche-Posay,Nan,Produits de soin pour le visage,2022-08-19 17:38:50,1800.0,1,
Boudin blanc,Nan,Charcuterie,2022-06-21 01:50:10,1400.0,1,
Sachet de thé à la menthe,Nan,Thé,2022-09-09 18:50:12,500.0,1,
Baume hydratant pour les mains Mixa,Nan,Produits de soin pour les mains,2022-05-18 12:59:07,1000.0,1,
Pain de savon Lux,Nan,Hygiène,2022-10-03 05:17:16,500.0,1,
Lotion hydratante pour le visage Nivea,Nan,Produits de soin pour le visage,2022-01-17 11:01:44,1200.0,1,
Jambon de la Forêt de Marly,Nan,Charcuterie,2022-10-28 16:08:25,2000.0,1,
Dentifrice bio Logodent,Nan,Produits d'hygiène dentaire,2022-06-06 10:51:09,500.0,1,
Pâté de pigeon,Nan,Charcuterie,2022-06-19 18:35:05,1800.0,1,
Baume pour les lèvres Carmex,Nan,Produits de soin des lèvres,2022-04-10 13:57:37,700.0,1,
Démaquillant Garnier,Nan,Produits de démaquillage,2022-03-02 23:18:08,1200.0,1,
Sachet de chips au fromage,Nan,Snack,2022-05-20 03:53:19,1000.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2022-03-19 18:43:43,1200.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2022-02-22 11:18:31,500.0,1,
Barre de chocolat Milka,Nan,Chocolat,2022-05-11 17:36:31,750.0,1,
Rillettes de poisson,Nan,Charcuterie,2022-04-02 02:32:30,1300.0,1,
Savon exfoliant Neutrogena,Nan,Produits de douche,2022-10-27 22:23:35,1000.0,1,
Paquet de biscuits au chocolat,Nan,Biscuits,2022-01-22 07:36:23,1000.0,1,
